pnl
41.51217651
0.52722567
-1.27105713
0.21688847
-1.81198001
-1.94420016
-0.19724809
0.09128553
-3.72443128
4.54497528
7.92849684
-0.04864775
4.01639318
0.53395671
1.93290710
-14.14164829
1.14318502
-2.19382501
4.80989552
14.06033325
-0.72107041
2.30382276
1.99505579
-3.50373554
0.10321423
-7.09230804
3.67745113
3.22477961
-6.39528418
-6.35984755
-0.52980924
11.75636292
-5.32837486
-10.38539314
-16.49592018
6.29782820
-2.70953250
-4.07520962
19.09416008
2.18937683
-6.72815418
-12.23183155
8.83446121
0.72087741
-2.36917281
24.01358986
-31.35830879
42.13323975
