pnl
21.25837326
-1.51950884
-4.10414600
0.73612136
-3.55386567
-26.95199966
-4.54527664
-5.50424147
-17.00193787
12.09328842
7.52762461
5.15635872
13.17953396
0.40309376
5.97529411
-35.94953156
9.23652077
12.18832397
-8.71531963
9.46404839
0.16197060
-1.15910852
-1.48228443
3.48995733
0.64842069
-2.27270103
3.32464600
-0.86236078
6.78737164
2.57872200
-0.60862994
-4.26960039
0.83318186
3.88132977
4.53061819
-5.48961639
-1.41926718
-3.54163051
15.31904221
2.68944573
-4.09075451
-9.05010319
11.86874390
1.42779481
-1.00353038
21.10375595
-5.98708153
10.24006844
