pnl
-14.90100956
0.84300733
9.80545521
-1.04046559
3.23599863
23.76904297
8.58988857
11.67569923
9.16360855
-11.36970901
-9.28174686
-10.96238804
-5.25955105
-0.26231155
-6.47362185
34.56791306
-15.94164085
-3.82918167
8.77706337
-8.34885597
1.75263822
-3.27023697
-2.69938016
-6.86668062
-0.68051052
0.99626350
-4.45503569
5.06562853
-8.45791721
-2.77150464
0.39964610
20.90499687
0.62205118
-3.03951168
-4.86224842
15.92514801
-2.85635376
0.74982452
-12.71956921
-5.27023888
-1.53868687
10.55725861
-7.48298025
-4.02054977
-0.42758533
-17.25620651
6.08706236
-19.40706062
