threshold,coverage,filter_acc_1h,filter_acc_4h,pred1_acc_all,pred1_acc_given_filter,pred1_acc_when_agree,filter_pred1_agree_rate
0.5,0.44065420560747665,0.4670201484623542,0.4981972428419936,0.49901639344262294,0.4990455991516437,0.47404282933160286,0.6536585365853659
0.55,0.3516822429906542,0.45548764283816107,0.48817432899282487,0.49901639344262294,0.49269200106298167,0.4618096357226792,0.6784480467711932
0.6,0.08654205607476635,0.45680345572354214,0.5053995680345572,0.49901639344262294,0.47516198704103674,0.44992050874403816,0.6792656587473002
0.65,0.0006542056074766356,0.5714285714285714,0.5714285714285714,0.49901639344262294,0.5714285714285714,0.6666666666666666,0.42857142857142855
0.7,0.0,nan,nan,0.49901639344262294,nan,nan,0.0
0.75,0.0,nan,nan,0.49901639344262294,nan,nan,0.0
0.8,0.0,nan,nan,0.49901639344262294,nan,nan,0.0
0.85,0.0,nan,nan,0.49901639344262294,nan,nan,0.0
0.9,0.0,nan,nan,0.49901639344262294,nan,nan,0.0
