h,mcc,auc,brier,acc,ba,ece,pos_rate,n
1,0.0866869153613701,0.24954078577204847,0.2775629234084154,0.7343764466253124,0.5166076386787771,0.33973825011468245,0.26469771317470603,10801
2,0.3933803711297633,0.6526507480504311,0.2643288089216044,0.7137302101657254,0.7164307860111992,0.3015879442427801,0.2755300435144894,10801
3,0.15053814584710412,0.33532912845795504,0.266090327495939,0.7231737802055366,0.5505115767078256,0.30255096762994416,0.27164151467456715,10801
4,0.036182494210738214,0.21110403517695434,0.27985429105384096,0.7164151467456717,0.5033998334148131,0.33908240468278433,0.2832145171743357,10801
