threshold,coverage,filter_acc_1h,filter_acc_4h,pred1_acc_all,pred1_acc_given_filter,pred1_acc_when_agree,filter_pred1_agree_rate,label1_pos_rate
0.5,0.5645773539487084,0.5301738274844211,0.49770416530009837,0.5295178747130207,0.5295178747130207,0.5310686241037897,0.9606428337159725,0.4688422433584782
0.55,0.4419961114711601,0.533724340175953,0.5008378718056138,0.5295178747130207,0.533724340175953,0.533724340175953,1.0,0.4688422433584782
0.6,0.14859735209702804,0.525233644859813,0.508411214953271,0.5295178747130207,0.525233644859813,0.525233644859813,1.0,0.4688422433584782
0.65,0.08212202573835756,0.5276211950394588,0.52423900789177,0.5295178747130207,0.5276211950394588,0.5276211950394588,1.0,0.4688422433584782
0.7,0.06166095731876678,0.503003003003003,0.4984984984984985,0.5295178747130207,0.503003003003003,0.503003003003003,1.0,0.4688422433584782
0.75,0.053791315618924175,0.5111876075731497,0.5025817555938038,0.5295178747130207,0.5111876075731497,0.5111876075731497,1.0,0.4688422433584782
0.8,0.04629200999907416,0.526,0.514,0.5295178747130207,0.526,0.526,1.0,0.4688422433584782
0.85,0.03731136005925377,0.5409429280397022,0.5409429280397022,0.5295178747130207,0.5409429280397022,0.5409429280397022,1.0,0.4688422433584782
0.9,0.03147856679937043,0.5411764705882353,0.538235294117647,0.5295178747130207,0.5411764705882353,0.5411764705882353,1.0,0.4688422433584782
