threshold,coverage,filter_acc_1h,filter_acc_4h,pred1_acc_all,pred1_acc_given_filter,pred1_acc_when_agree,filter_pred1_agree_rate,label1_pos_rate
0.5,0.5700934579439252,0.5131147540983606,0.499672131147541,0.49901639344262294,0.49901639344262294,0.5092638958437656,0.6547540983606558,0.46885245901639344
0.55,0.16121495327102803,0.4672463768115942,0.5043478260869565,0.49901639344262294,0.4672463768115942,0.4672463768115942,1.0,0.46885245901639344
0.6,0.038317757009345796,0.4902439024390244,0.5121951219512195,0.49901639344262294,0.4902439024390244,0.4902439024390244,1.0,0.46885245901639344
0.65,0.005514018691588785,0.4406779661016949,0.4915254237288136,0.49901639344262294,0.4406779661016949,0.4406779661016949,1.0,0.46885245901639344
0.7,0.0034579439252336447,0.43243243243243246,0.4864864864864865,0.49901639344262294,0.43243243243243246,0.43243243243243246,1.0,0.46885245901639344
0.75,0.001869158878504673,0.5,0.6,0.49901639344262294,0.5,0.5,1.0,0.46885245901639344
0.8,0.0007476635514018691,0.625,0.625,0.49901639344262294,0.625,0.625,1.0,0.46885245901639344
0.85,0.00037383177570093456,0.25,0.5,0.49901639344262294,0.25,0.25,1.0,0.46885245901639344
0.9,9.345794392523364e-05,1.0,1.0,0.49901639344262294,1.0,1.0,1.0,0.46885245901639344
