sweep_value,eps_mean,flat_rate_mean,move_rate_mean,dir_acc_mean,dir_mcc_mean,dir_auc_mean,dir_brier_mean,dir_ece_mean,chance_acc_mean,dirscore_wACC,dirscore_wMCC,dirscore_wAUC
0.0,0.0,0.05424528568983078,0.9457547068595886,0.48595505952835083,0.0046516722068190575,0.4916793704032898,0.30471062660217285,0.14920739829540253,0.527760922908783,0.49104270339012146,0.000927206187043339,0.5005277395248413
0.1,0.009637318551540375,0.11015510559082031,0.8898448944091797,0.48555469512939453,0.004048407077789307,0.49142780900001526,0.3049570918083191,0.14919060468673706,0.5292331576347351,0.49066537618637085,0.0007820581085979939,0.5000225305557251
0.2,0.020673705264925957,0.16717347502708435,0.832826554775238,0.48545804619789124,0.004833648446947336,0.49147313833236694,0.30504119396209717,0.14908847212791443,0.5301371812820435,0.4905775189399719,0.001992590492591262,0.5003418326377869
0.33,0.03839661553502083,0.24151551723480225,0.7584844827651978,0.485181987285614,0.0062468755058944225,0.49119460582733154,0.30540409684181213,0.150103360414505,0.5316567420959473,0.49047791957855225,0.003715445753186941,0.5000816583633423
0.5,0.0715852826833725,0.3445850908756256,0.6554149389266968,0.4841131269931793,0.005751895718276501,0.4905458092689514,0.3057442307472229,0.15077805519104004,0.5323350429534912,0.4893443286418915,0.002832775702700019,0.49865567684173584
