bin_lo,bin_hi,h,acc,mcc,auc,brier,ece,pos_rate,n
0.0,0.0800059586763382,1,0.4769433465085639,-0.043841089102019795,0.47914085663775946,0.2756294305149813,0.13463702665369504,0.4756258234519104,759
0.0,0.0800059586763382,2,0.5331991951710262,nan,0.5296248102363912,0.29626629508481794,0.21938883138934215,0.46680080482897385,1491
0.0,0.0800059586763382,3,0.49161073825503354,nan,0.49089561970986634,0.2682047437696179,0.13088516584312088,0.49161073825503354,1788
0.0,0.0800059586763382,4,0.5063965884861408,0.02743054547022564,0.4873991225078997,0.26061813884094914,0.0923153838909257,0.4957356076759062,1876
0.0,0.0800059586763382,5,0.5045408678102926,0.03199619365632653,0.5188841070408746,0.25205751513502306,0.050085092378793425,0.4803229061553986,1982
0.0,0.0800059586763382,6,0.5073145245559039,-0.017757336992685304,0.486269554267016,0.26052878242288685,0.09335256181851945,0.5083594566353187,1914
0.0,0.0800059586763382,7,0.46296296296296297,0.03256254161399161,0.554006402394152,0.2598404076564271,0.11323632752453841,0.4617283950617284,810
0.0,0.0800059586763382,8,nan,nan,nan,nan,nan,nan,0
0.0,0.0800059586763382,9,nan,nan,nan,nan,nan,nan,0
0.0,0.0800059586763382,10,nan,nan,nan,nan,nan,nan,0
0.0,0.0800059586763382,11,nan,nan,nan,nan,nan,nan,0
0.0,0.0800059586763382,12,nan,nan,nan,nan,nan,nan,0
0.0,0.0800059586763382,13,nan,nan,nan,nan,nan,nan,0
0.0,0.0800059586763382,14,nan,nan,nan,nan,nan,nan,0
0.0,0.0800059586763382,15,nan,nan,nan,nan,nan,nan,0
0.0,0.0800059586763382,16,nan,nan,nan,nan,nan,nan,0
0.0,0.0800059586763382,17,nan,nan,nan,nan,nan,nan,0
0.0,0.0800059586763382,18,nan,nan,nan,nan,nan,nan,0
0.0,0.0800059586763382,19,nan,nan,nan,nan,nan,nan,0
0.0,0.0800059586763382,20,nan,nan,nan,nan,nan,nan,0
0.0,0.0800059586763382,21,nan,nan,nan,nan,nan,nan,0
0.0,0.0800059586763382,22,nan,nan,nan,nan,nan,nan,0
0.0,0.0800059586763382,23,nan,nan,nan,nan,nan,nan,0
0.0,0.0800059586763382,24,0.0,nan,nan,1.0,1.0,1.0,1
0.0800059586763382,0.19998931884765625,1,0.48693586698337293,-0.025828593018746827,0.5005868544600939,0.2717080904434655,0.13205694387757583,0.505938242280285,842
0.0800059586763382,0.19998931884765625,2,0.5,0.025117997905279122,0.4982946554149086,0.3103932324010326,0.24293914718927836,0.5006321112515802,1582
0.0800059586763382,0.19998931884765625,3,0.4809917355371901,nan,0.5216308796813098,0.26829976377399456,0.137583256753023,0.4809917355371901,1815
0.0800059586763382,0.19998931884765625,4,0.5008273579702152,7.780988213002223e-05,0.4632681870177915,0.2626135533446757,0.09283889202997951,0.4991726420297849,1813
0.0800059586763382,0.19998931884765625,5,0.5246422893481717,0.0480992918351433,0.5150654732342901,0.2511595190995234,0.024024805696666325,0.5076841547429782,1887
0.0800059586763382,0.19998931884765625,6,0.5224274406332454,0.004143273902021894,0.49189575311122274,0.25745892912839036,0.07803854580604935,0.5224274406332454,1895
0.0800059586763382,0.19998931884765625,7,0.4777911164465786,0.0313504922729987,0.5646568661442803,0.25759203329047503,0.10592963529520392,0.47539015606242496,833
0.0800059586763382,0.19998931884765625,8,nan,nan,nan,nan,nan,nan,0
0.0800059586763382,0.19998931884765625,9,nan,nan,nan,nan,nan,nan,0
0.0800059586763382,0.19998931884765625,10,nan,nan,nan,nan,nan,nan,0
0.0800059586763382,0.19998931884765625,11,nan,nan,nan,nan,nan,nan,0
0.0800059586763382,0.19998931884765625,12,nan,nan,nan,nan,nan,nan,0
0.0800059586763382,0.19998931884765625,13,nan,nan,nan,nan,nan,nan,0
0.0800059586763382,0.19998931884765625,14,nan,nan,nan,nan,nan,nan,0
0.0800059586763382,0.19998931884765625,15,nan,nan,nan,nan,nan,nan,0
0.0800059586763382,0.19998931884765625,16,nan,nan,nan,nan,nan,nan,0
0.0800059586763382,0.19998931884765625,17,nan,nan,nan,nan,nan,nan,0
0.0800059586763382,0.19998931884765625,18,nan,nan,nan,nan,nan,nan,0
0.0800059586763382,0.19998931884765625,19,nan,nan,nan,nan,nan,nan,0
0.0800059586763382,0.19998931884765625,20,nan,nan,nan,nan,nan,nan,0
0.0800059586763382,0.19998931884765625,21,nan,nan,nan,nan,nan,nan,0
0.0800059586763382,0.19998931884765625,22,nan,nan,nan,nan,nan,nan,0
0.0800059586763382,0.19998931884765625,23,nan,nan,nan,nan,nan,nan,0
0.0800059586763382,0.19998931884765625,24,0.0,nan,nan,0.9999995827675736,0.4999997913837433,0.0,2
0.19998931884765625,0.3950027823448181,1,0.5053763440860215,0.01783235488960056,0.5124507159161652,0.27527470925818276,0.13088054292246276,0.4633431085043988,1023
0.19998931884765625,0.3950027823448181,2,0.5059802392095684,nan,0.49485530372694325,0.3052433235763564,0.22963182281003414,0.49401976079043164,1923
0.19998931884765625,0.3950027823448181,3,0.49595959595959593,nan,0.5122230203788433,0.2637264151350767,0.11686448906407215,0.49595959595959593,1980
0.19998931884765625,0.3950027823448181,4,0.4749147588894301,-0.012327863177978795,0.49790991217254976,0.26418873154426675,0.11564870703470051,0.5245981490501704,2053
0.19998931884765625,0.3950027823448181,5,0.526706231454006,0.04571533595714307,0.5219315465904006,0.24995864832473305,0.018524217823728477,0.5138476755687438,2022
0.19998931884765625,0.3950027823448181,6,0.5034246575342466,-0.029680551624095074,0.4717234900537127,0.2614622537826164,0.09455177190106678,0.5073385518590998,2044
