bin_lo,bin_hi,h,acc,mcc,auc,brier,ece,pos_rate,n
0.19998931884765625,0.3950027823448181,6,0.4911937377690802,-0.015232229486334013,0.48433674021483175,0.2905697251454652,0.1661321615432107,0.5073385518590998,2044
0.19998931884765625,0.3950027823448181,7,0.49150622876557193,0.01605037328609228,0.5336527904131505,0.2782481105947184,0.17979672414040784,0.43148357870894677,883
0.19998931884765625,0.3950027823448181,8,nan,nan,nan,nan,nan,nan,0
0.19998931884765625,0.3950027823448181,9,nan,nan,nan,nan,nan,nan,0
0.19998931884765625,0.3950027823448181,10,nan,nan,nan,nan,nan,nan,0
0.19998931884765625,0.3950027823448181,11,nan,nan,nan,nan,nan,nan,0
0.19998931884765625,0.3950027823448181,12,nan,nan,nan,nan,nan,nan,0
0.19998931884765625,0.3950027823448181,13,nan,nan,nan,nan,nan,nan,0
0.19998931884765625,0.3950027823448181,14,nan,nan,nan,nan,nan,nan,0
0.19998931884765625,0.3950027823448181,15,nan,nan,nan,nan,nan,nan,0
0.19998931884765625,0.3950027823448181,16,nan,nan,nan,nan,nan,nan,0
0.19998931884765625,0.3950027823448181,17,nan,nan,nan,nan,nan,nan,0
0.19998931884765625,0.3950027823448181,18,nan,nan,nan,nan,nan,nan,0
0.19998931884765625,0.3950027823448181,19,nan,nan,nan,nan,nan,nan,0
0.19998931884765625,0.3950027823448181,20,nan,nan,nan,nan,nan,nan,0
0.19998931884765625,0.3950027823448181,21,nan,nan,nan,nan,nan,nan,0
0.19998931884765625,0.3950027823448181,22,nan,nan,nan,nan,nan,nan,0
0.19998931884765625,0.3950027823448181,23,nan,nan,nan,nan,nan,nan,0
0.19998931884765625,0.3950027823448181,24,0.75,0.5773502691896258,1.0,0.16617345986029797,0.3401157259941101,0.5,4
0.3950027823448181,0.8125020861625671,1,0.5325301204819277,0.08822766745297674,0.5288378155231414,0.27935265480010024,0.1423972809081336,0.4610441767068273,1245
0.3950027823448181,0.8125020861625671,2,0.49365367180417047,0.010997040176854213,0.5062580628695954,0.3058887175634218,0.2043483704328537,0.5199456029011786,2206
0.3950027823448181,0.8125020861625671,3,0.4843173431734317,-0.030391675624363543,0.4803886273188102,0.2992727814347598,0.1886932458591087,0.5046125461254612,2168
0.3950027823448181,0.8125020861625671,4,0.4804651162790698,0.0005555506248614447,0.5169133007748363,0.30177733733394324,0.20661037468979526,0.5479069767441861,2150
0.3950027823448181,0.8125020861625671,5,0.5377272727272727,0.0851593609258677,0.5357072868217054,0.2863124926568482,0.14969985381954096,0.5113636363636364,2200
0.3950027823448181,0.8125020861625671,6,0.4921909861668898,-0.015188592547001714,0.48889042340367445,0.29688634338774367,0.1770943944366954,0.5238732708612227,2241
0.3950027823448181,0.8125020861625671,7,0.4879074658254469,0.010928943052014568,0.5105140186915887,0.2941343921513616,0.2011912233586943,0.4374342797055731,951
0.3950027823448181,0.8125020861625671,8,nan,nan,nan,nan,nan,nan,0
