run_name,source,checkpoint,mae,pinball,coverage90,width90,aci_coverage90,aci_width90,dir_wMCC,dir_wAUC,dir_acc_mean,dir_mcc_mean,dir_auc_mean
pcgrad_mag,main,artifacts/yahoo_big_lsq_smin_0_p3_dirhead_mag_pcgrad.pt,0.032625749707221985,0.010927937924861908,0.8855386979066641,0.11953117698431015,0.7966199517250061,0.11124919354915619,0.5143616795539856,0.8666322827339172,0.736815333366394,0.4787067770957947,0.836820662021637
detach,main,artifacts/yahoo_big_lsq_smin_0_p3_dirhead_detach.pt,0.020971793681383133,0.007374915294349194,0.8998189250733902,0.08767122030258179,0.791832447052002,0.07664068788290024,0.23201347887516022,0.7674753665924072,0.6128157377243042,0.2175961136817932,0.752831757068634
mag_mtlshort_best,mtlshort_best,artifacts/yahoo_big_lsq_smin_0_p3_dirhead_mag_mtlshort_best.pt,0.04775889217853546,0.01869914121925831,0.7011440643090345,0.0971396341919899,0.7945485711097717,0.10983281582593918,0.538480281829834,0.8744454979896545,0.7507192492485046,0.5057754516601562,0.8456150889396667
pcgrad_nomag_mtlshort_best,mtlshort_best,artifacts/yahoo_big_lsq_smin_0_p3_dirhead_pcgrad_nomag_mtlshort_best.pt,0.051583170890808105,0.01959606260061264,0.797964278855387,0.09607864916324615,0.7970040440559387,0.11145048588514328,0.5079514384269714,0.8632140159606934,0.7407926321029663,0.4795823097229004,0.8355211019515991
gradnorm_mag_mtlshort_best,mtlshort_best,artifacts/yahoo_big_lsq_smin_0_p3_dirhead_mag_gradnorm_mtlshort_best.pt,0.056664351373910904,0.016817418858408928,0.6779335509890532,0.14531965553760529,0.7936843037605286,0.17991824448108673,0.5137837529182434,0.8641731142997742,0.7438991069793701,0.48486611247062683,0.8378114700317383
