pnl
-9.18478495
-0.13757446
2.15882472
0.19256674
1.10313872
4.53096121
0.56930629
1.20084967
1.99364560
-0.96766435
-0.49556827
-0.74473180
-1.89652028
0.11544914
-0.29278215
3.30929676
-1.64080228
-0.55140844
0.73416192
-0.27976861
-0.89297353
0.44636918
0.46379484
0.05038591
0.50562127
-2.95010311
0.28333237
-1.27918099
8.10303250
5.36685429
0.85194380
-3.40713854
0.36280644
4.03478762
3.25040166
-8.08563863
-0.83342087
-0.28742088
11.94299641
3.85494914
-1.73227556
-7.62640031
7.43234243
1.36085656
-0.13532265
12.98194306
-4.30794898
5.33572449
