pnl
-2.90606980
0.17042625
1.19820047
-0.16931428
0.97250275
1.80121744
-0.11097856
0.55127302
1.42259030
-0.31678638
0.28161669
-0.29277836
-0.28431169
0.20375024
-0.26833439
0.77744635
0.21500524
0.52341637
0.31546081
0.53562211
-0.65991189
-0.11003134
0.27688289
0.36698443
0.35677190
-1.12028454
-0.10070130
-0.22221433
2.29039691
1.49819166
0.63439028
-0.56260283
0.08330033
0.97199591
0.21402377
-2.08708504
-0.07278346
0.11935197
2.56690189
0.84611056
-0.39809849
-1.61351060
1.17124880
0.40962444
0.36573753
3.19326367
-1.06056713
1.44952061
