pnl
-2.78776743
0.14128330
1.20168496
-0.19821099
0.89696998
1.72215612
-0.13613430
0.50642421
1.23608997
-0.29684881
0.27218326
-0.16951863
-0.23594789
0.20150024
-0.23962015
0.84692689
-0.17758086
0.57282457
-0.04336297
0.69316953
-0.63326409
-0.14662542
0.22980811
0.36563592
0.32375799
-1.17884780
-0.07591509
-0.27714969
2.37571462
1.70014317
0.69068410
-0.59548471
0.05111228
0.92715297
0.21636127
-2.04993992
-0.07731486
0.14236800
3.11070774
0.93372496
-0.64500217
-2.82227167
3.06926048
0.68500674
0.32365805
5.46644172
-1.79229507
2.60152587
